"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"15 Coruña, A"	"2013Q4"	"active"	279.9
"Females"	"15 Coruña, A"	"2013Q4"	"active"	257.9
"Males"	"16 Cuenca"	"2013Q4"	"active"	56.5
"Females"	"16 Cuenca"	"2013Q4"	"active"	40
"Males"	"20 Gipuzkoa"	"2013Q4"	"active"	177.3
"Females"	"20 Gipuzkoa"	"2013Q4"	"active"	154.2
"Males"	"17 Girona"	"2013Q4"	"active"	210.1
"Females"	"17 Girona"	"2013Q4"	"active"	181
"Males"	"18 Granada"	"2013Q4"	"active"	239.8
"Females"	"18 Granada"	"2013Q4"	"active"	201.5
"Males"	"19 Guadalajara"	"2013Q4"	"active"	71.6
"Females"	"19 Guadalajara"	"2013Q4"	"active"	57
"Males"	"21 Huelva"	"2013Q4"	"active"	138.5
"Females"	"21 Huelva"	"2013Q4"	"active"	113.8
"Males"	"22 Huesca"	"2013Q4"	"active"	59.1
"Females"	"22 Huesca"	"2013Q4"	"active"	45.6
"Males"	"23 Jaén"	"2013Q4"	"active"	173.7
"Females"	"23 Jaén"	"2013Q4"	"active"	135.2
"Males"	"24 León"	"2013Q4"	"active"	114
"Females"	"24 León"	"2013Q4"	"active"	96.3
"Males"	"25 Lleida"	"2013Q4"	"active"	122.9
"Females"	"25 Lleida"	"2013Q4"	"active"	99.5
"Males"	"27 Lugo"	"2013Q4"	"active"	83.3
"Females"	"27 Lugo"	"2013Q4"	"active"	75
"Males"	"28 Madrid"	"2013Q4"	"active"	1722.2
"Females"	"28 Madrid"	"2013Q4"	"active"	1629.8
"Males"	"29 Málaga"	"2013Q4"	"active"	425
"Females"	"29 Málaga"	"2013Q4"	"active"	355.5
"Males"	"30 Murcia"	"2013Q4"	"active"	408
"Females"	"30 Murcia"	"2013Q4"	"active"	317
"Males"	"31 Navarra"	"2013Q4"	"active"	169.5
"Females"	"31 Navarra"	"2013Q4"	"active"	140.9
"Males"	"32 Ourense"	"2013Q4"	"active"	69.7
"Females"	"32 Ourense"	"2013Q4"	"active"	64.3
"Males"	"34 Palencia"	"2013Q4"	"active"	42.8
"Females"	"34 Palencia"	"2013Q4"	"active"	34.9
"Males"	"35 Palmas, Las"	"2013Q4"	"active"	320.1
"Females"	"35 Palmas, Las"	"2013Q4"	"active"	266.6
"Males"	"36 Pontevedra"	"2013Q4"	"active"	242.7
"Females"	"36 Pontevedra"	"2013Q4"	"active"	210.8
"Males"	"26 Rioja, La"	"2013Q4"	"active"	84.3
"Females"	"26 Rioja, La"	"2013Q4"	"active"	73
"Males"	"37 Salamanca"	"2013Q4"	"active"	82
"Females"	"37 Salamanca"	"2013Q4"	"active"	76.3
"Males"	"38 Santa Cruz de Tenerife"	"2013Q4"	"active"	275.3
"Females"	"38 Santa Cruz de Tenerife"	"2013Q4"	"active"	242
"Males"	"40 Segovia"	"2013Q4"	"active"	44.2
"Females"	"40 Segovia"	"2013Q4"	"active"	35.1
"Males"	"41 Sevilla"	"2013Q4"	"active"	498.3
"Females"	"41 Sevilla"	"2013Q4"	"active"	438.6
"Males"	"42 Soria"	"2013Q4"	"active"	25.4
"Females"	"42 Soria"	"2013Q4"	"active"	19.8
"Males"	"43 Tarragona"	"2013Q4"	"active"	228.4
"Females"	"43 Tarragona"	"2013Q4"	"active"	180
"Males"	"44 Teruel"	"2013Q4"	"active"	37
"Females"	"44 Teruel"	"2013Q4"	"active"	26.1
"Males"	"45 Toledo"	"2013Q4"	"active"	203.2
"Females"	"45 Toledo"	"2013Q4"	"active"	150.2
"Males"	"46 Valencia/València"	"2013Q4"	"active"	681.4
"Females"	"46 Valencia/València"	"2013Q4"	"active"	584.9
"Males"	"47 Valladolid"	"2013Q4"	"active"	142
"Females"	"47 Valladolid"	"2013Q4"	"active"	116.7
"Males"	"49 Zamora"	"2013Q4"	"active"	44.4
"Females"	"49 Zamora"	"2013Q4"	"active"	34.3
"Males"	"50 Zaragoza"	"2013Q4"	"active"	257.9
"Females"	"50 Zaragoza"	"2013Q4"	"active"	223.7
"Males"	"51 Ceuta"	"2013Q4"	"active"	22.3
"Females"	"51 Ceuta"	"2013Q4"	"active"	16
"Males"	"52 Melilla"	"2013Q4"	"active"	21.9
"Females"	"52 Melilla"	"2013Q4"	"active"	14.4
"Males"	"02 Albacete"	"2013Q3"	"active"	108.9
"Females"	"02 Albacete"	"2013Q3"	"active"	87
"Males"	"03 Alicante/Alacant"	"2013Q3"	"active"	500.8
"Females"	"03 Alicante/Alacant"	"2013Q3"	"active"	403.9
"Males"	"04 Almería"	"2013Q3"	"active"	204.6
"Females"	"04 Almería"	"2013Q3"	"active"	145.1
"Males"	"01 Araba/Álava"	"2013Q3"	"active"	89.2
"Females"	"01 Araba/Álava"	"2013Q3"	"active"	73.9
"Males"	"33 Asturias"	"2013Q3"	"active"	257.8
"Females"	"33 Asturias"	"2013Q3"	"active"	230.2
"Males"	"05 Ávila"	"2013Q3"	"active"	46.5
"Females"	"05 Ávila"	"2013Q3"	"active"	32.9
"Males"	"06 Badajoz"	"2013Q3"	"active"	179.8
"Females"	"06 Badajoz"	"2013Q3"	"active"	143.1
"Males"	"07 Balears, Illes"	"2013Q3"	"active"	339.1
"Females"	"07 Balears, Illes"	"2013Q3"	"active"	289.7
"Males"	"08 Barcelona"	"2013Q3"	"active"	1494.2
"Females"	"08 Barcelona"	"2013Q3"	"active"	1340.7
"Males"	"48 Bizkaia"	"2013Q3"	"active"	289.3
"Females"	"48 Bizkaia"	"2013Q3"	"active"	254.6
"Males"	"09 Burgos"	"2013Q3"	"active"	101.4
"Females"	"09 Burgos"	"2013Q3"	"active"	79
"Males"	"10 Cáceres"	"2013Q3"	"active"	107.6
"Females"	"10 Cáceres"	"2013Q3"	"active"	87.1
"Males"	"11 Cádiz"	"2013Q3"	"active"	331.1
"Females"	"11 Cádiz"	"2013Q3"	"active"	255.3
"Males"	"39 Cantabria"	"2013Q3"	"active"	151.4
"Females"	"39 Cantabria"	"2013Q3"	"active"	128.4
"Males"	"12 Castellón/Castelló"	"2013Q3"	"active"	160
"Females"	"12 Castellón/Castelló"	"2013Q3"	"active"	131.1
"Males"	"13 Ciudad Real"	"2013Q3"	"active"	140.4
"Females"	"13 Ciudad Real"	"2013Q3"	"active"	101.6
"Males"	"14 Córdoba"	"2013Q3"	"active"	211
"Females"	"14 Córdoba"	"2013Q3"	"active"	166.2
"Males"	"15 Coruña, A"	"2013Q3"	"active"	283.9
"Females"	"15 Coruña, A"	"2013Q3"	"active"	255.5
"Males"	"16 Cuenca"	"2013Q3"	"active"	58.2
"Females"	"16 Cuenca"	"2013Q3"	"active"	40.2
"Males"	"20 Gipuzkoa"	"2013Q3"	"active"	175.3
"Females"	"20 Gipuzkoa"	"2013Q3"	"active"	149
"Males"	"17 Girona"	"2013Q3"	"active"	218.5
"Females"	"17 Girona"	"2013Q3"	"active"	188.1
"Males"	"18 Granada"	"2013Q3"	"active"	241.8
"Females"	"18 Granada"	"2013Q3"	"active"	208.2
"Males"	"19 Guadalajara"	"2013Q3"	"active"	72.3
"Females"	"19 Guadalajara"	"2013Q3"	"active"	56.9
"Males"	"21 Huelva"	"2013Q3"	"active"	134
"Females"	"21 Huelva"	"2013Q3"	"active"	108.4
"Males"	"22 Huesca"	"2013Q3"	"active"	60.5
"Females"	"22 Huesca"	"2013Q3"	"active"	44.1
"Males"	"23 Jaén"	"2013Q3"	"active"	169.8
"Females"	"23 Jaén"	"2013Q3"	"active"	136.2
"Males"	"24 León"	"2013Q3"	"active"	113
"Females"	"24 León"	"2013Q3"	"active"	100.2
"Males"	"25 Lleida"	"2013Q3"	"active"	123
"Females"	"25 Lleida"	"2013Q3"	"active"	100.1
"Males"	"27 Lugo"	"2013Q3"	"active"	84.1
"Females"	"27 Lugo"	"2013Q3"	"active"	74.8
"Males"	"28 Madrid"	"2013Q3"	"active"	1750
"Females"	"28 Madrid"	"2013Q3"	"active"	1608
"Males"	"29 Málaga"	"2013Q3"	"active"	420.5
"Females"	"29 Málaga"	"2013Q3"	"active"	359.5
"Males"	"30 Murcia"	"2013Q3"	"active"	414.7
"Females"	"30 Murcia"	"2013Q3"	"active"	318.1
"Males"	"31 Navarra"	"2013Q3"	"active"	175.4
"Females"	"31 Navarra"	"2013Q3"	"active"	140.9
"Males"	"32 Ourense"	"2013Q3"	"active"	71.9
"Females"	"32 Ourense"	"2013Q3"	"active"	63.5
"Males"	"34 Palencia"	"2013Q3"	"active"	44.7
"Females"	"34 Palencia"	"2013Q3"	"active"	35.6
"Males"	"35 Palmas, Las"	"2013Q3"	"active"	317.8
"Females"	"35 Palmas, Las"	"2013Q3"	"active"	269.9
"Males"	"36 Pontevedra"	"2013Q3"	"active"	244.7
"Females"	"36 Pontevedra"	"2013Q3"	"active"	212.7
"Males"	"26 Rioja, La"	"2013Q3"	"active"	85.5
"Females"	"26 Rioja, La"	"2013Q3"	"active"	72.3
"Males"	"37 Salamanca"	"2013Q3"	"active"	85.9
"Females"	"37 Salamanca"	"2013Q3"	"active"	72.6
"Males"	"38 Santa Cruz de Tenerife"	"2013Q3"	"active"	278.5
"Females"	"38 Santa Cruz de Tenerife"	"2013Q3"	"active"	237.1
"Males"	"40 Segovia"	"2013Q3"	"active"	44.7
"Females"	"40 Segovia"	"2013Q3"	"active"	34
"Males"	"41 Sevilla"	"2013Q3"	"active"	498.1
"Females"	"41 Sevilla"	"2013Q3"	"active"	418.7
"Males"	"42 Soria"	"2013Q3"	"active"	25.6
"Females"	"42 Soria"	"2013Q3"	"active"	19.3
"Males"	"43 Tarragona"	"2013Q3"	"active"	229.8
"Females"	"43 Tarragona"	"2013Q3"	"active"	186.7
"Males"	"44 Teruel"	"2013Q3"	"active"	37.2
"Females"	"44 Teruel"	"2013Q3"	"active"	26.7
"Males"	"45 Toledo"	"2013Q3"	"active"	202.1
"Females"	"45 Toledo"	"2013Q3"	"active"	153.8
"Males"	"46 Valencia/València"	"2013Q3"	"active"	677.9
"Females"	"46 Valencia/València"	"2013Q3"	"active"	577.7
"Males"	"47 Valladolid"	"2013Q3"	"active"	142.8
"Females"	"47 Valladolid"	"2013Q3"	"active"	116.6
"Males"	"49 Zamora"	"2013Q3"	"active"	44.4
"Females"	"49 Zamora"	"2013Q3"	"active"	34.1
"Males"	"50 Zaragoza"	"2013Q3"	"active"	260.6
"Females"	"50 Zaragoza"	"2013Q3"	"active"	227.4
"Males"	"51 Ceuta"	"2013Q3"	"active"	23
"Females"	"51 Ceuta"	"2013Q3"	"active"	15.3
"Males"	"52 Melilla"	"2013Q3"	"active"	22.4
"Females"	"52 Melilla"	"2013Q3"	"active"	15.7
"Males"	"02 Albacete"	"2013Q2"	"active"	107.1
"Females"	"02 Albacete"	"2013Q2"	"active"	85
"Males"	"03 Alicante/Alacant"	"2013Q2"	"active"	503
"Females"	"03 Alicante/Alacant"	"2013Q2"	"active"	397.7
"Males"	"04 Almería"	"2013Q2"	"active"	207.6
"Females"	"04 Almería"	"2013Q2"	"active"	156.7
"Males"	"01 Araba/Álava"	"2013Q2"	"active"	90
"Females"	"01 Araba/Álava"	"2013Q2"	"active"	74.5
"Males"	"33 Asturias"	"2013Q2"	"active"	254.3
"Females"	"33 Asturias"	"2013Q2"	"active"	226.8
"Males"	"05 Ávila"	"2013Q2"	"active"	45.1
"Females"	"05 Ávila"	"2013Q2"	"active"	31.3
"Males"	"06 Badajoz"	"2013Q2"	"active"	181.1
"Females"	"06 Badajoz"	"2013Q2"	"active"	145
"Males"	"07 Balears, Illes"	"2013Q2"	"active"	339.1
"Females"	"07 Balears, Illes"	"2013Q2"	"active"	290.7
"Males"	"08 Barcelona"	"2013Q2"	"active"	1489.6
"Females"	"08 Barcelona"	"2013Q2"	"active"	1328
"Males"	"48 Bizkaia"	"2013Q2"	"active"	293.1
"Females"	"48 Bizkaia"	"2013Q2"	"active"	259.5
"Males"	"09 Burgos"	"2013Q2"	"active"	100
"Females"	"09 Burgos"	"2013Q2"	"active"	77.6
"Males"	"10 Cáceres"	"2013Q2"	"active"	104.8
"Females"	"10 Cáceres"	"2013Q2"	"active"	83.9
"Males"	"11 Cádiz"	"2013Q2"	"active"	321.4
"Females"	"11 Cádiz"	"2013Q2"	"active"	258.5
"Males"	"39 Cantabria"	"2013Q2"	"active"	150.5
"Females"	"39 Cantabria"	"2013Q2"	"active"	126.9
"Males"	"12 Castellón/Castelló"	"2013Q2"	"active"	161.1
"Females"	"12 Castellón/Castelló"	"2013Q2"	"active"	126.5
"Males"	"13 Ciudad Real"	"2013Q2"	"active"	138.5
"Females"	"13 Ciudad Real"	"2013Q2"	"active"	97.9
"Males"	"14 Córdoba"	"2013Q2"	"active"	211.4
"Females"	"14 Córdoba"	"2013Q2"	"active"	171.1
"Males"	"15 Coruña, A"	"2013Q2"	"active"	285.8
"Females"	"15 Coruña, A"	"2013Q2"	"active"	261
"Males"	"16 Cuenca"	"2013Q2"	"active"	59
"Females"	"16 Cuenca"	"2013Q2"	"active"	38.3
"Males"	"20 Gipuzkoa"	"2013Q2"	"active"	177.6
"Females"	"20 Gipuzkoa"	"2013Q2"	"active"	155.4
"Males"	"17 Girona"	"2013Q2"	"active"	210.4
"Females"	"17 Girona"	"2013Q2"	"active"	183.9
"Males"	"18 Granada"	"2013Q2"	"active"	238.1
"Females"	"18 Granada"	"2013Q2"	"active"	203
"Males"	"19 Guadalajara"	"2013Q2"	"active"	74.2
"Females"	"19 Guadalajara"	"2013Q2"	"active"	61.2
"Males"	"21 Huelva"	"2013Q2"	"active"	135.7
"Females"	"21 Huelva"	"2013Q2"	"active"	118.8
"Males"	"22 Huesca"	"2013Q2"	"active"	58.7
"Females"	"22 Huesca"	"2013Q2"	"active"	46.7
"Males"	"23 Jaén"	"2013Q2"	"active"	175.3
"Females"	"23 Jaén"	"2013Q2"	"active"	132.4
"Males"	"24 León"	"2013Q2"	"active"	112.6
"Females"	"24 León"	"2013Q2"	"active"	103.6
"Males"	"25 Lleida"	"2013Q2"	"active"	124.9
"Females"	"25 Lleida"	"2013Q2"	"active"	99.1
"Males"	"27 Lugo"	"2013Q2"	"active"	83
"Females"	"27 Lugo"	"2013Q2"	"active"	74.8
"Males"	"28 Madrid"	"2013Q2"	"active"	1758.9
"Females"	"28 Madrid"	"2013Q2"	"active"	1631
"Males"	"29 Málaga"	"2013Q2"	"active"	418.7
"Females"	"29 Málaga"	"2013Q2"	"active"	364.4
"Males"	"30 Murcia"	"2013Q2"	"active"	407.5
"Females"	"30 Murcia"	"2013Q2"	"active"	314.4
"Males"	"31 Navarra"	"2013Q2"	"active"	172.6
"Females"	"31 Navarra"	"2013Q2"	"active"	141.9
"Males"	"32 Ourense"	"2013Q2"	"active"	74.1
"Females"	"32 Ourense"	"2013Q2"	"active"	63.7
"Males"	"34 Palencia"	"2013Q2"	"active"	44.7
"Females"	"34 Palencia"	"2013Q2"	"active"	34.1
"Males"	"35 Palmas, Las"	"2013Q2"	"active"	313.1
"Females"	"35 Palmas, Las"	"2013Q2"	"active"	267.5
"Males"	"36 Pontevedra"	"2013Q2"	"active"	243.3
"Females"	"36 Pontevedra"	"2013Q2"	"active"	210.1
"Males"	"26 Rioja, La"	"2013Q2"	"active"	84.3
"Females"	"26 Rioja, La"	"2013Q2"	"active"	69.6
"Males"	"37 Salamanca"	"2013Q2"	"active"	84.6
"Females"	"37 Salamanca"	"2013Q2"	"active"	70.8
"Males"	"38 Santa Cruz de Tenerife"	"2013Q2"	"active"	270.3
"Females"	"38 Santa Cruz de Tenerife"	"2013Q2"	"active"	236.5
"Males"	"40 Segovia"	"2013Q2"	"active"	45.8
"Females"	"40 Segovia"	"2013Q2"	"active"	34.5
"Males"	"41 Sevilla"	"2013Q2"	"active"	505.6
"Females"	"41 Sevilla"	"2013Q2"	"active"	438.4
"Males"	"42 Soria"	"2013Q2"	"active"	25.4
"Females"	"42 Soria"	"2013Q2"	"active"	19.5
"Males"	"43 Tarragona"	"2013Q2"	"active"	231.2
"Females"	"43 Tarragona"	"2013Q2"	"active"	182.6
"Males"	"44 Teruel"	"2013Q2"	"active"	37.3
"Females"	"44 Teruel"	"2013Q2"	"active"	27.2
"Males"	"45 Toledo"	"2013Q2"	"active"	204.9
"Females"	"45 Toledo"	"2013Q2"	"active"	154.7
"Males"	"46 Valencia/València"	"2013Q2"	"active"	682.5
"Females"	"46 Valencia/València"	"2013Q2"	"active"	591.8
"Males"	"47 Valladolid"	"2013Q2"	"active"	141.3
"Females"	"47 Valladolid"	"2013Q2"	"active"	122.2
"Males"	"49 Zamora"	"2013Q2"	"active"	44
"Females"	"49 Zamora"	"2013Q2"	"active"	33.7
"Males"	"50 Zaragoza"	"2013Q2"	"active"	260.4
"Females"	"50 Zaragoza"	"2013Q2"	"active"	225
"Males"	"51 Ceuta"	"2013Q2"	"active"	23.9
"Females"	"51 Ceuta"	"2013Q2"	"active"	15
"Males"	"52 Melilla"	"2013Q2"	"active"	20
"Females"	"52 Melilla"	"2013Q2"	"active"	16
"Males"	"02 Albacete"	"2013Q1"	"active"	106
"Females"	"02 Albacete"	"2013Q1"	"active"	84.7
"Males"	"03 Alicante/Alacant"	"2013Q1"	"active"	492.6
"Females"	"03 Alicante/Alacant"	"2013Q1"	"active"	396.1
"Males"	"04 Almería"	"2013Q1"	"active"	200.1
"Females"	"04 Almería"	"2013Q1"	"active"	159.5
"Males"	"01 Araba/Álava"	"2013Q1"	"active"	90.1
"Females"	"01 Araba/Álava"	"2013Q1"	"active"	74.1
"Males"	"33 Asturias"	"2013Q1"	"active"	262.7
"Females"	"33 Asturias"	"2013Q1"	"active"	231.9
"Males"	"05 Ávila"	"2013Q1"	"active"	44.6
"Females"	"05 Ávila"	"2013Q1"	"active"	32.8
"Males"	"06 Badajoz"	"2013Q1"	"active"	185.3
"Females"	"06 Badajoz"	"2013Q1"	"active"	145.5
"Males"	"07 Balears, Illes"	"2013Q1"	"active"	329
"Females"	"07 Balears, Illes"	"2013Q1"	"active"	272
"Males"	"08 Barcelona"	"2013Q1"	"active"	1522.4
"Females"	"08 Barcelona"	"2013Q1"	"active"	1343.4
"Males"	"48 Bizkaia"	"2013Q1"	"active"	301.9
"Females"	"48 Bizkaia"	"2013Q1"	"active"	263.6
"Males"	"09 Burgos"	"2013Q1"	"active"	103.4
"Females"	"09 Burgos"	"2013Q1"	"active"	78.6
"Males"	"10 Cáceres"	"2013Q1"	"active"	103.7
"Females"	"10 Cáceres"	"2013Q1"	"active"	81.5
"Males"	"11 Cádiz"	"2013Q1"	"active"	321.6
"Females"	"11 Cádiz"	"2013Q1"	"active"	254
"Males"	"39 Cantabria"	"2013Q1"	"active"	152.9
"Females"	"39 Cantabria"	"2013Q1"	"active"	126.4
"Males"	"12 Castellón/Castelló"	"2013Q1"	"active"	158.8
"Females"	"12 Castellón/Castelló"	"2013Q1"	"active"	131
"Males"	"13 Ciudad Real"	"2013Q1"	"active"	140.5
"Females"	"13 Ciudad Real"	"2013Q1"	"active"	101
"Males"	"14 Córdoba"	"2013Q1"	"active"	208.1
"Females"	"14 Córdoba"	"2013Q1"	"active"	170.5
"Males"	"15 Coruña, A"	"2013Q1"	"active"	288.5
"Females"	"15 Coruña, A"	"2013Q1"	"active"	259.5
"Males"	"16 Cuenca"	"2013Q1"	"active"	57.9
"Females"	"16 Cuenca"	"2013Q1"	"active"	36.7
"Males"	"20 Gipuzkoa"	"2013Q1"	"active"	176.9
"Females"	"20 Gipuzkoa"	"2013Q1"	"active"	155.4
"Males"	"17 Girona"	"2013Q1"	"active"	209.2
"Females"	"17 Girona"	"2013Q1"	"active"	176.8
"Males"	"18 Granada"	"2013Q1"	"active"	240.1
"Females"	"18 Granada"	"2013Q1"	"active"	204.4
"Males"	"19 Guadalajara"	"2013Q1"	"active"	74.2
"Females"	"19 Guadalajara"	"2013Q1"	"active"	61.7
"Males"	"21 Huelva"	"2013Q1"	"active"	140.2
"Females"	"21 Huelva"	"2013Q1"	"active"	113.2
"Males"	"22 Huesca"	"2013Q1"	"active"	61.2
"Females"	"22 Huesca"	"2013Q1"	"active"	47
"Males"	"23 Jaén"	"2013Q1"	"active"	172.1
"Females"	"23 Jaén"	"2013Q1"	"active"	132.7
"Males"	"24 León"	"2013Q1"	"active"	114.2
"Females"	"24 León"	"2013Q1"	"active"	101.8
"Males"	"25 Lleida"	"2013Q1"	"active"	121.2
"Females"	"25 Lleida"	"2013Q1"	"active"	99.8
"Males"	"27 Lugo"	"2013Q1"	"active"	82.7
"Females"	"27 Lugo"	"2013Q1"	"active"	74.2
"Males"	"28 Madrid"	"2013Q1"	"active"	1775.1
"Females"	"28 Madrid"	"2013Q1"	"active"	1675.3
"Males"	"29 Málaga"	"2013Q1"	"active"	409.6
"Females"	"29 Málaga"	"2013Q1"	"active"	361.4
"Males"	"30 Murcia"	"2013Q1"	"active"	407.7
"Females"	"30 Murcia"	"2013Q1"	"active"	312.4
"Males"	"31 Navarra"	"2013Q1"	"active"	172.5
"Females"	"31 Navarra"	"2013Q1"	"active"	144.3
"Males"	"32 Ourense"	"2013Q1"	"active"	74.1
"Females"	"32 Ourense"	"2013Q1"	"active"	65.3
"Males"	"34 Palencia"	"2013Q1"	"active"	44.1
"Females"	"34 Palencia"	"2013Q1"	"active"	34.6
"Males"	"35 Palmas, Las"	"2013Q1"	"active"	322
"Females"	"35 Palmas, Las"	"2013Q1"	"active"	271.4
"Males"	"36 Pontevedra"	"2013Q1"	"active"	240.6
"Females"	"36 Pontevedra"	"2013Q1"	"active"	208.5
"Males"	"26 Rioja, La"	"2013Q1"	"active"	83.8
"Females"	"26 Rioja, La"	"2013Q1"	"active"	69.9
"Males"	"37 Salamanca"	"2013Q1"	"active"	82.4
"Females"	"37 Salamanca"	"2013Q1"	"active"	75.1
"Males"	"38 Santa Cruz de Tenerife"	"2013Q1"	"active"	280
"Females"	"38 Santa Cruz de Tenerife"	"2013Q1"	"active"	236.2
"Males"	"40 Segovia"	"2013Q1"	"active"	44
"Females"	"40 Segovia"	"2013Q1"	"active"	33.7
"Males"	"41 Sevilla"	"2013Q1"	"active"	509.1
"Females"	"41 Sevilla"	"2013Q1"	"active"	432.7
"Males"	"42 Soria"	"2013Q1"	"active"	25.5
"Females"	"42 Soria"	"2013Q1"	"active"	19.1
"Males"	"43 Tarragona"	"2013Q1"	"active"	226.3
"Females"	"43 Tarragona"	"2013Q1"	"active"	183.2
"Males"	"44 Teruel"	"2013Q1"	"active"	37.5
"Females"	"44 Teruel"	"2013Q1"	"active"	26.1
"Males"	"45 Toledo"	"2013Q1"	"active"	202.4
"Females"	"45 Toledo"	"2013Q1"	"active"	152.5
"Males"	"46 Valencia/València"	"2013Q1"	"active"	701.8
"Females"	"46 Valencia/València"	"2013Q1"	"active"	590.6
"Males"	"47 Valladolid"	"2013Q1"	"active"	142.3
"Females"	"47 Valladolid"	"2013Q1"	"active"	122
"Males"	"49 Zamora"	"2013Q1"	"active"	44
"Females"	"49 Zamora"	"2013Q1"	"active"	32.2
"Males"	"50 Zaragoza"	"2013Q1"	"active"	264.4
"Females"	"50 Zaragoza"	"2013Q1"	"active"	224.4
"Males"	"51 Ceuta"	"2013Q1"	"active"	24.7
"Females"	"51 Ceuta"	"2013Q1"	"active"	16.7
"Males"	"52 Melilla"	"2013Q1"	"active"	20.9
"Females"	"52 Melilla"	"2013Q1"	"active"	14.6
"Males"	"02 Albacete"	"2012Q4"	"active"	104.5
"Females"	"02 Albacete"	"2012Q4"	"active"	82.6
"Males"	"03 Alicante/Alacant"	"2012Q4"	"active"	506.8
"Females"	"03 Alicante/Alacant"	"2012Q4"	"active"	376.9
"Males"	"04 Almería"	"2012Q4"	"active"	203
"Females"	"04 Almería"	"2012Q4"	"active"	154.2
"Males"	"01 Araba/Álava"	"2012Q4"	"active"	89
"Females"	"01 Araba/Álava"	"2012Q4"	"active"	76.8
"Males"	"33 Asturias"	"2012Q4"	"active"	260.8
"Females"	"33 Asturias"	"2012Q4"	"active"	228.7
"Males"	"05 Ávila"	"2012Q4"	"active"	46.3
"Females"	"05 Ávila"	"2012Q4"	"active"	31.5
"Males"	"06 Badajoz"	"2012Q4"	"active"	185
"Females"	"06 Badajoz"	"2012Q4"	"active"	146.4
"Males"	"07 Balears, Illes"	"2012Q4"	"active"	328.3
"Females"	"07 Balears, Illes"	"2012Q4"	"active"	274.5
"Males"	"08 Barcelona"	"2012Q4"	"active"	1523.6
"Females"	"08 Barcelona"	"2012Q4"	"active"	1350.7
"Males"	"48 Bizkaia"	"2012Q4"	"active"	300.5
"Females"	"48 Bizkaia"	"2012Q4"	"active"	274.4
"Males"	"09 Burgos"	"2012Q4"	"active"	105
"Females"	"09 Burgos"	"2012Q4"	"active"	76.6
"Males"	"10 Cáceres"	"2012Q4"	"active"	105.5
"Females"	"10 Cáceres"	"2012Q4"	"active"	79
"Males"	"11 Cádiz"	"2012Q4"	"active"	328.9
"Females"	"11 Cádiz"	"2012Q4"	"active"	260.4
"Males"	"39 Cantabria"	"2012Q4"	"active"	155.5
"Females"	"39 Cantabria"	"2012Q4"	"active"	129.9
"Males"	"12 Castellón/Castelló"	"2012Q4"	"active"	162.2
"Females"	"12 Castellón/Castelló"	"2012Q4"	"active"	131.6
"Males"	"13 Ciudad Real"	"2012Q4"	"active"	141.2
"Females"	"13 Ciudad Real"	"2012Q4"	"active"	98.6
"Males"	"14 Córdoba"	"2012Q4"	"active"	206.9
"Females"	"14 Córdoba"	"2012Q4"	"active"	171.9
"Males"	"15 Coruña, A"	"2012Q4"	"active"	290.6
"Females"	"15 Coruña, A"	"2012Q4"	"active"	265.4
"Males"	"16 Cuenca"	"2012Q4"	"active"	56.3
"Females"	"16 Cuenca"	"2012Q4"	"active"	37
"Males"	"20 Gipuzkoa"	"2012Q4"	"active"	178.1
"Females"	"20 Gipuzkoa"	"2012Q4"	"active"	149.3
"Males"	"17 Girona"	"2012Q4"	"active"	208.8
"Females"	"17 Girona"	"2012Q4"	"active"	180.4
"Males"	"18 Granada"	"2012Q4"	"active"	240.5
"Females"	"18 Granada"	"2012Q4"	"active"	205.2
"Males"	"19 Guadalajara"	"2012Q4"	"active"	75.6
"Females"	"19 Guadalajara"	"2012Q4"	"active"	61.9
"Males"	"21 Huelva"	"2012Q4"	"active"	140.9
"Females"	"21 Huelva"	"2012Q4"	"active"	116.5
"Males"	"22 Huesca"	"2012Q4"	"active"	63.5
"Females"	"22 Huesca"	"2012Q4"	"active"	47.3
"Males"	"23 Jaén"	"2012Q4"	"active"	172.5
"Females"	"23 Jaén"	"2012Q4"	"active"	132.9
"Males"	"24 León"	"2012Q4"	"active"	116.5
"Females"	"24 León"	"2012Q4"	"active"	98.7
"Males"	"25 Lleida"	"2012Q4"	"active"	123.6
"Females"	"25 Lleida"	"2012Q4"	"active"	98.1
"Males"	"27 Lugo"	"2012Q4"	"active"	83.5
"Females"	"27 Lugo"	"2012Q4"	"active"	73.8
"Males"	"28 Madrid"	"2012Q4"	"active"	1782.9
"Females"	"28 Madrid"	"2012Q4"	"active"	1657.1
"Males"	"29 Málaga"	"2012Q4"	"active"	409.1
"Females"	"29 Málaga"	"2012Q4"	"active"	369.6
"Males"	"30 Murcia"	"2012Q4"	"active"	405.3
"Females"	"30 Murcia"	"2012Q4"	"active"	317.1
"Males"	"31 Navarra"	"2012Q4"	"active"	172.4
"Females"	"31 Navarra"	"2012Q4"	"active"	145.8
"Males"	"32 Ourense"	"2012Q4"	"active"	74.1
"Females"	"32 Ourense"	"2012Q4"	"active"	65.8
"Males"	"34 Palencia"	"2012Q4"	"active"	44.8
"Females"	"34 Palencia"	"2012Q4"	"active"	32.5
"Males"	"35 Palmas, Las"	"2012Q4"	"active"	319.1
"Females"	"35 Palmas, Las"	"2012Q4"	"active"	266.1
